transaction_id,timestamp,amount,currency,channel_id,channel_description,payment_method,settlement_date,actual_settlement_date,reconciliation_status,processing_fee,reference_number,settlement_delay_days,is_anomaly,anomaly_type,anomaly_reason,hour,day_of_week,is_weekend,is_business_hours,channel_avg_amount,channel_std_amount,amount_deviation
TXN_CEB9173A,2024-03-30 17:24:00,569.52,EUR,CHANNEL_002,Mobile App,AMOP,2024-04-02,2024-04-02,MATCHED,13.11,REF_938016,0,False,,,17,5,True,True,289.71385321100917,220.87662228085722,1.2667983777531755
TXN_D2508571,2024-03-30 19:36:00,233.63,GBP,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-02,2024-04-02,MATCHED,4.23,REF_780999,0,False,,,19,5,True,False,495.366892976174,1638.3171994323789,0.15975959543539975
TXN_5576D4EB,2024-03-30 22:39:00,217.78,EUR,CHANNEL_007,Airlines Holidays,CARD,2024-03-31,2024-03-31,MATCHED,2.78,REF_697766,0,False,,,22,5,True,False,289.37843749999996,201.46105413533996,0.35539592407721987
TXN_750EB79D,2024-03-31 04:00:00,143.08,USD,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-02,2024-04-02,MATCHED,2.5,REF_270948,0,True,duplicate,Duplicate transaction detected.,4,6,True,False,495.366892976174,1638.3171994323789,0.21502972263138626
TXN_01B85FC3,2024-03-31 04:00:00,143.08,USD,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-02,2024-04-02,MATCHED,2.5,REF_270948,0,True,duplicate,Duplicate transaction detected.,4,6,True,False,495.366892976174,1638.3171994323789,0.21502972263138626
TXN_44ADD0BD,2024-03-31 05:08:00,489.95,GBP,CHANNEL_009,ANDC,AMOP,2024-04-03,2024-04-03,UNMATCHED,13.88,REF_649395,0,False,,,5,6,True,False,585.2624009644618,1888.243275053581,0.050476759125095895
TXN_6596B625,2024-03-31 05:11:00,90.15,USD,CHANNEL_004,New .com,DIGITAL_WALLET,2024-04-03,2024-04-03,MATCHED,2.36,REF_837623,0,False,,,5,6,True,False,413.8197789891696,956.7559280432754,0.3382992145667997
TXN_AAC13ECA,2024-03-31 08:37:00,124.07,GBP,CHANNEL_002,Mobile App,DIGITAL_WALLET,2024-04-03,2024-04-03,MATCHED,1.52,REF_983855,0,False,,,8,6,True,False,289.71385321100917,220.87662228085722,0.7499383660457446
TXN_DA1BADB1,2024-03-31 08:50:00,177.17,USD,CHANNEL_007,Airlines Holidays,CARD,2024-04-02,2024-04-02,UNMATCHED,5.17,REF_336828,0,False,,,8,6,True,False,289.37843749999996,201.46105413533996,0.5569733464445153
TXN_832141E1,2024-03-31 10:35:00,543.49,USD,CHANNEL_006,FLY,AMOP,2024-04-02,2024-04-02,MATCHED,13.74,REF_352415,0,False,,,10,6,True,True,371.08757800219786,994.9815597278657,0.17327197706554018
TXN_4C6D7E49,2024-03-31 11:31:00,137.94,GBP,CHANNEL_008,Contact Center,DIGITAL_WALLET,2024-04-01,2024-04-01,MATCHED,2.76,REF_639535,0,False,,,11,6,True,True,306.0762376237624,215.62196186312508,0.7797732483785385
TXN_184D19C7,2024-03-31 14:39:00,159.09,EUR,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-03,2024-04-03,MATCHED,4.14,REF_428399,0,False,,,14,6,True,True,495.366892976174,1638.3171994323789,0.20525750025250447
TXN_2A0C885C,2024-03-31 20:19:00,232.1,USD,CHANNEL_004,New .com,DIGITAL_WALLET,2024-04-03,2024-04-03,MATCHED,6.09,REF_954441,0,False,,,20,6,True,False,413.8197789891696,956.7559280432754,0.18993326684770767
TXN_7D83E6A2,2024-04-01 03:55:00,210.65,GBP,CHANNEL_005,NDC,CARD,2024-04-04,2024-04-04,MATCHED,3.93,REF_501384,0,False,,,3,0,False,False,241.44414893617022,171.1966887643904,0.17987584431934134
TXN_F5BC9EE1,2024-04-01 06:10:00,222.35,GBP,CHANNEL_007,Airlines Holidays,CARD,2024-04-02,2024-04-02,MATCHED,3.22,REF_629146,0,False,,,6,0,False,False,289.37843749999996,201.46105413533996,0.3327116389203979
TXN_3D09B978,2024-04-01 09:37:00,183.57,GBP,CHANNEL_009,ANDC,CARD,2024-04-04,2024-04-04,MATCHED,3.56,REF_108474,0,False,,,9,0,False,True,585.2624009644618,1888.243275053581,0.21273339419310963
TXN_AF337E1F,2024-04-01 10:55:00,776.02,EUR,CHANNEL_008,Contact Center,AMOP,2024-04-04,2024-04-04,UNMATCHED,22.27,REF_831510,0,False,,,10,0,False,True,306.0762376237624,215.62196186312508,2.1794800414373086
TXN_54C260A8,2024-04-01 15:34:00,463.02,EUR,CHANNEL_008,Contact Center,AMOP,2024-04-03,2024-04-03,MATCHED,9.28,REF_726121,0,False,,,15,0,False,True,306.0762376237624,215.62196186312508,0.72786538541869
TXN_85B0B797,2024-04-01 21:10:00,59.8,GBP,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-03,2024-04-03,MATCHED,1.56,REF_226550,0,False,,,21,0,False,False,495.366892976174,1638.3171994323789,0.26586236970904237
TXN_7171B343,2024-04-02 07:41:00,137.64,GBP,CHANNEL_001,Airlines.com,CARD,2024-04-04,2024-04-04,MATCHED,4.12,REF_714549,0,False,,,7,1,False,False,529.5399166114732,1898.670997744395,0.2064074908591573
TXN_5A2807E4,2024-04-02 14:06:00,167.53,USD,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-03,2024-04-03,MATCHED,4.45,REF_236381,0,False,,,14,1,False,True,495.366892976174,1638.3171994323789,0.20010587271485542
TXN_F1889C8B,2024-04-02 17:18:00,602.89,EUR,CHANNEL_002,Mobile App,AMOP,2024-04-05,2024-04-05,UNMATCHED,11.46,REF_813449,0,False,,,17,1,False,True,289.71385321100917,220.87662228085722,1.4178781962301537
TXN_8274F6F3,2024-04-02 20:45:00,205.05,EUR,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-04-04,2024-04-04,MATCHED,4.7,REF_254525,0,False,,,20,1,False,False,529.5399166114732,1898.670997744395,0.17090370948782832
TXN_BE908FBC,2024-04-03 10:52:00,130.41,GBP,CHANNEL_003,Staff Travel,CARD,2024-04-05,2024-04-05,MATCHED,2.45,REF_975365,0,False,,,10,2,False,True,495.366892976174,1638.3171994323789,0.22276326776195668
TXN_BF00216E,2024-04-03 11:12:00,254.48,EUR,CHANNEL_006,FLY,AMOP,2024-04-05,2024-04-05,MATCHED,5.88,REF_961493,0,False,,,11,2,False,True,371.08757800219786,994.9815597278657,0.11719571771168387
TXN_18886BA0,2024-04-03 14:00:00,492.56,EUR,CHANNEL_009,ANDC,AMOP,2024-04-04,2024-04-04,MATCHED,6.75,REF_750324,0,False,,,14,2,False,True,585.2624009644618,1888.243275053581,0.04909452197669352
TXN_B252CB1D,2024-04-04 03:37:00,87.7,GBP,CHANNEL_008,Contact Center,DIGITAL_WALLET,2024-04-07,2024-04-07,MATCHED,1.13,REF_887042,0,False,,,3,3,False,False,306.0762376237624,215.62196186312508,1.0127736327822938
TXN_6BBD5990,2024-04-04 05:25:00,164.68,GBP,CHANNEL_007,Airlines Holidays,DIGITAL_WALLET,2024-04-05,2024-04-05,MATCHED,1.72,REF_757066,0,False,,,5,3,False,False,289.37843749999996,201.46105413533996,0.6189704408884336
TXN_13168145,2024-04-04 05:38:00,154.98,EUR,CHANNEL_010,PBL,DIGITAL_WALLET,2024-04-05,2024-04-05,MATCHED,1.9,REF_126925,0,False,,,5,3,False,False,385.4075653356448,1550.0644555145593,0.14865676360480898
TXN_56C406B4,2024-04-04 06:18:00,521.29,EUR,CHANNEL_010,PBL,AMOP,2024-04-06,2024-04-06,UNMATCHED,11.71,REF_910143,0,False,,,6,3,False,False,385.4075653356448,1550.0644555145593,0.08766244150747116
TXN_053362FD,2024-04-04 14:32:00,185.39,GBP,CHANNEL_007,Airlines Holidays,DIGITAL_WALLET,2024-04-05,2024-04-05,MATCHED,4.38,REF_286209,0,False,,,14,3,False,True,289.37843749999996,201.46105413533996,0.516171415593514
TXN_67D654BF,2024-04-04 22:03:00,472.08,EUR,CHANNEL_010,PBL,AMOP,2024-04-05,2024-04-05,MATCHED,5.1,REF_326387,0,False,,,22,3,False,False,385.4075653356448,1550.0644555145593,0.05591537458717058
TXN_D0DACDA9,2024-04-05 00:57:00,161.11,GBP,CHANNEL_006,FLY,DIGITAL_WALLET,2024-04-06,2024-04-06,MATCHED,1.67,REF_827213,0,False,,,0,4,False,False,371.08757800219786,994.9815597278657,0.21103665283970505
TXN_07993A88,2024-04-05 01:49:00,122.13,USD,CHANNEL_004,New .com,CARD,2024-04-07,2024-04-07,MATCHED,2.46,REF_456637,0,False,,,1,4,False,False,413.8197789891696,956.7559280432754,0.30487376188587995
TXN_AEF16C2A,2024-04-05 11:28:00,199.8,EUR,CHANNEL_008,Contact Center,DIGITAL_WALLET,2024-04-07,2024-04-07,MATCHED,5.31,REF_658739,0,False,,,11,4,False,True,306.0762376237624,215.62196186312508,0.49288224958840504
TXN_3C9E404E,2024-04-05 14:47:00,99.44,GBP,CHANNEL_002,Mobile App,DIGITAL_WALLET,2024-04-08,2024-04-08,MATCHED,2.0,REF_695403,0,False,,,14,4,False,True,289.71385321100917,220.87662228085722,0.8614485826800861
TXN_3680E13D,2024-04-05 16:51:00,755.69,USD,CHANNEL_009,ANDC,AMOP,2024-04-08,2024-04-08,MATCHED,8.22,REF_200617,0,False,,,16,4,False,True,585.2624009644618,1888.243275053581,0.09025722547890562
TXN_0CCA12A8,2024-04-05 21:57:00,173.57,USD,CHANNEL_003,Staff Travel,CARD,2024-04-08,2024-04-08,MATCHED,3.91,REF_787326,0,False,,,21,4,False,False,495.366892976174,1638.3171994323789,0.19641916296042405
TXN_64EC158D,2024-04-05 22:06:00,181.65,USD,CHANNEL_001,Airlines.com,CARD,2024-04-08,2024-04-08,MATCHED,2.33,REF_366641,0,True,duplicate,Duplicate transaction detected.,22,4,False,False,529.5399166114732,1898.670997744395,0.18322811957667418
TXN_21F3CAB9,2024-04-05 22:06:00,181.65,USD,CHANNEL_001,Airlines.com,CARD,2024-04-08,2024-04-08,MATCHED,2.33,REF_366641,0,True,duplicate,Duplicate transaction detected.,22,4,False,False,529.5399166114732,1898.670997744395,0.18322811957667418
TXN_528B500D,2024-04-06 05:30:00,391.47,EUR,CHANNEL_008,Contact Center,AMOP,2024-04-08,2024-04-08,MATCHED,8.69,REF_932106,0,False,,,5,5,True,False,306.0762376237624,215.62196186312508,0.3960346229965427
TXN_57980C73,2024-04-06 12:05:00,178.83,EUR,CHANNEL_009,ANDC,CARD,2024-04-07,2024-04-07,MATCHED,4.87,REF_654531,0,False,,,12,5,True,True,585.2624009644618,1888.243275053581,0.2152436639568748
TXN_74A8B323,2024-04-06 12:52:00,123.45,USD,CHANNEL_004,New .com,CARD,2024-04-09,2024-04-09,MATCHED,2.33,REF_568784,0,False,,,12,5,True,True,413.8197789891696,956.7559280432754,0.3034940996739095
TXN_B5B3FA23,2024-04-06 14:04:00,488.88,EUR,CHANNEL_002,Mobile App,AMOP,2024-04-09,2024-04-09,MATCHED,12.22,REF_611751,0,True,duplicate,Duplicate transaction detected.,14,5,True,True,289.71385321100917,220.87662228085722,0.9017076806604717
TXN_711615F2,2024-04-06 14:04:00,488.88,EUR,CHANNEL_002,Mobile App,AMOP,2024-04-09,2024-04-09,MATCHED,12.22,REF_611751,0,True,duplicate,Duplicate transaction detected.,14,5,True,True,289.71385321100917,220.87662228085722,0.9017076806604717
TXN_7422EDBC,2024-04-06 17:24:00,155.27,USD,CHANNEL_001,Airlines.com,CARD,2024-04-09,2024-04-09,MATCHED,3.31,REF_251631,0,False,,,17,5,True,True,529.5399166114732,1898.670997744395,0.19712204855717644
TXN_CFC3B649,2024-04-06 18:24:00,211.05,GBP,CHANNEL_006,FLY,DIGITAL_WALLET,2024-04-07,2024-04-07,MATCHED,5.52,REF_620860,0,False,,,18,5,True,False,371.08757800219786,994.9815597278657,0.16084476786280263
TXN_E4B9ABCC,2024-04-06 19:33:00,489.72,USD,CHANNEL_005,NDC,AMOP,2024-04-09,2024-04-09,MATCHED,12.31,REF_459742,0,False,,,19,5,True,False,241.44414893617022,171.1966887643904,1.450237459940126
TXN_69041843,2024-04-06 20:13:00,127.38,USD,CHANNEL_006,FLY,AMOP,2024-04-08,2024-04-08,MATCHED,1.55,REF_996508,0,False,,,20,5,True,False,371.08757800219786,994.9815597278657,0.24493677859603102
TXN_50C37F01,2024-04-07 01:19:00,165.13,USD,CHANNEL_009,ANDC,CARD,2024-04-08,2024-04-08,MATCHED,3.43,REF_260639,0,False,,,1,6,True,False,585.2624009644618,1888.243275053581,0.22249908500404433
TXN_3FEB855E,2024-04-07 08:05:00,132.53,EUR,CHANNEL_002,Mobile App,CARD,2024-04-08,2024-04-08,MATCHED,1.77,REF_261719,0,False,,,8,6,True,False,289.71385321100917,220.87662228085722,0.7116364402346796
TXN_50C148FA,2024-04-07 08:29:00,162.1,USD,CHANNEL_006,FLY,CARD,2024-04-10,2024-04-10,MATCHED,2.77,REF_779514,0,False,,,8,6,True,False,371.08757800219786,994.9815597278657,0.21004165952518497
TXN_EC56D0C2,2024-04-07 10:01:00,761.43,GBP,CHANNEL_008,Contact Center,AMOP,2024-04-09,2024-04-09,MATCHED,15.04,REF_725113,0,False,,,10,6,True,True,306.0762376237624,215.62196186312508,2.1118153199315204
TXN_FE16404C,2024-04-07 10:31:00,144.44,GBP,CHANNEL_001,Airlines.com,CARD,2024-04-10,2024-04-10,MATCHED,3.8,REF_100193,0,False,,,10,6,True,True,529.5399166114732,1898.670997744395,0.20282603835470636
TXN_B36BFB7B,2024-04-07 17:45:00,256.65,EUR,CHANNEL_004,New .com,DIGITAL_WALLET,2024-04-09,2024-04-09,MATCHED,6.84,REF_144357,0,False,,,17,6,True,True,413.8197789891696,956.7559280432754,0.16427364010234868
TXN_5B6DF61F,2024-04-07 20:41:00,179.68,GBP,CHANNEL_009,ANDC,AMOP,2024-04-08,2024-04-08,MATCHED,2.6,REF_456765,0,False,,,20,6,True,False,585.2624009644618,1888.243275053581,0.21479351009628403
TXN_754CF6ED,2024-04-07 21:27:00,623.19,GBP,CHANNEL_003,Staff Travel,AMOP,2024-04-09,2024-04-09,MATCHED,17.55,REF_136332,0,False,,,21,6,True,False,495.366892976174,1638.3171994323789,0.07802097607722878
TXN_6C93D939,2024-04-08 01:05:00,346.01,GBP,CHANNEL_007,Airlines Holidays,AMOP,2024-04-11,2024-04-11,MATCHED,8.34,REF_567493,0,False,,,1,0,False,False,289.37843749999996,201.46105413533996,0.2811042697213099
TXN_11C40DCC,2024-04-08 02:21:00,177.92,EUR,CHANNEL_004,New .com,DIGITAL_WALLET,2024-04-10,2024-04-10,MATCHED,3.31,REF_827851,0,False,,,2,0,False,False,413.8197789891696,956.7559280432754,0.24656212945722092
TXN_53D78561,2024-04-08 04:53:00,158.32,GBP,CHANNEL_009,ANDC,DIGITAL_WALLET,2024-04-09,2024-04-09,MATCHED,1.62,REF_619920,0,False,,,4,0,False,False,585.2624009644618,1888.243275053581,0.22610561181654246
TXN_229A952A,2024-04-08 06:30:00,585.44,EUR,CHANNEL_002,Mobile App,AMOP,2024-04-11,2024-04-11,MATCHED,17.12,REF_209380,0,False,,,6,0,False,False,289.71385321100917,220.87662228085722,1.3388748149768346
TXN_EF804181,2024-04-08 10:11:00,149.07,USD,CHANNEL_008,Contact Center,DIGITAL_WALLET,2024-04-11,2024-04-11,MATCHED,2.59,REF_545120,0,False,,,10,0,False,True,306.0762376237624,215.62196186312508,0.7281551297795378
TXN_B7833676,2024-04-08 13:11:00,191.52,EUR,CHANNEL_008,Contact Center,DIGITAL_WALLET,2024-04-11,2024-04-11,MATCHED,4.57,REF_274971,0,False,,,13,0,False,True,306.0762376237624,215.62196186312508,0.5312827906485781
TXN_49309290,2024-04-08 17:32:00,566.73,EUR,CHANNEL_008,Contact Center,AMOP,2024-04-11,2024-04-11,MATCHED,11.24,REF_186686,0,False,,,17,0,False,True,306.0762376237624,215.62196186312508,1.208846075436872
TXN_27375F01,2024-04-08 18:02:00,161.2,EUR,CHANNEL_010,PBL,CARD,2024-04-10,2024-04-10,MATCHED,3.06,REF_701800,0,False,,,18,0,False,False,385.4075653356448,1550.0644555145593,0.14464402724544564
TXN_D7D4EE66,2024-04-08 18:10:00,316.12,USD,CHANNEL_004,New .com,AMOP,2024-04-11,2024-04-11,MATCHED,8.04,REF_765824,0,False,,,18,0,False,False,413.8197789891696,956.7559280432754,0.10211567665849937
TXN_1B736D7A,2024-04-08 21:50:00,271.41,GBP,CHANNEL_003,Staff Travel,AMOP,2024-04-11,2024-04-11,MATCHED,3.4,REF_986088,0,False,,,21,0,False,False,495.366892976174,1638.3171994323789,0.13669934799791358
TXN_5061E7B4,2024-04-09 21:19:00,199.81,EUR,CHANNEL_006,FLY,CARD,2024-04-12,2024-04-12,MATCHED,4.91,REF_365617,0,False,,,21,1,False,False,371.08757800219786,994.9815597278657,0.17214145963573782
TXN_35263256,2024-04-10 01:05:00,174.24,USD,CHANNEL_007,Airlines Holidays,DIGITAL_WALLET,2024-04-13,2024-04-13,MATCHED,2.84,REF_754112,0,False,,,1,2,False,False,289.37843749999996,201.46105413533996,0.5715171003853223
TXN_B69B3543,2024-04-10 06:31:00,141.64,EUR,CHANNEL_006,FLY,DIGITAL_WALLET,2024-04-11,2024-04-11,MATCHED,2.87,REF_255132,0,False,,,6,2,False,False,371.08757800219786,994.9815597278657,0.23060485469193354
TXN_4F5AE369,2024-04-10 07:57:00,162.19,USD,CHANNEL_010,PBL,DIGITAL_WALLET,2024-04-13,2024-04-13,MATCHED,2.06,REF_626560,0,False,,,7,2,False,False,385.4075653356448,1550.0644555145593,0.1440053441271547
TXN_C0FDAD82,2024-04-11 06:27:00,525.84,USD,CHANNEL_004,New .com,AMOP,2024-04-13,2024-04-13,MATCHED,8.65,REF_693643,0,False,,,6,3,False,False,413.8197789891696,956.7559280432754,0.11708338326152874
TXN_35090826,2024-04-11 10:34:00,175.66,USD,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-04-14,2024-04-14,MATCHED,4.34,REF_126008,0,False,,,10,3,False,True,529.5399166114732,1898.670997744395,0.18638295788574197
TXN_E4903E9E,2024-04-11 23:23:00,547.85,USD,CHANNEL_007,Airlines Holidays,AMOP,2024-04-14,2024-04-14,MATCHED,12.5,REF_230524,0,False,,,23,3,False,False,289.37843749999996,201.46105413533996,1.2829852579167034
TXN_BF2B5087,2024-04-12 01:10:00,166.2,USD,CHANNEL_007,Airlines Holidays,CARD,2024-04-14,2024-04-14,MATCHED,2.54,REF_865990,0,False,,,1,4,False,False,289.37843749999996,201.46105413533996,0.6114255582979808
TXN_54E5EFDA,2024-04-12 08:28:00,148.78,GBP,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-15,2024-04-15,MATCHED,4.4,REF_383062,0,False,,,8,4,False,False,495.366892976174,1638.3171994323789,0.21155054289624411
TXN_58B650E8,2024-04-12 17:32:00,193.56,GBP,CHANNEL_007,Airlines Holidays,DIGITAL_WALLET,2024-04-14,2024-04-14,MATCHED,5.0,REF_722665,0,False,,,17,4,False,True,289.37843749999996,201.46105413533996,0.47561767166982993
TXN_714B8707,2024-04-12 19:53:00,663.15,USD,CHANNEL_004,New .com,AMOP,2024-04-13,2024-04-13,MATCHED,7.86,REF_652005,0,False,,,19,4,False,False,413.8197789891696,956.7559280432754,0.2605996092658156
TXN_7B3FCEF6,2024-04-12 21:06:00,123.49,USD,CHANNEL_003,Staff Travel,CARD,2024-04-13,2024-04-17,MATCHED,2.03,REF_890371,4,False,,,21,4,False,False,495.366892976174,1638.3171994323789,0.2269871140369012
TXN_ECAAD01D,2024-04-13 00:20:00,164.05,USD,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-15,2024-04-15,MATCHED,4.37,REF_355135,0,False,,,0,5,True,False,495.366892976174,1638.3171994323789,0.20223000350052114
TXN_BDAF9A28,2024-04-13 12:27:00,265.97,EUR,CHANNEL_009,ANDC,CARD,2024-04-14,2024-04-14,MATCHED,3.58,REF_477789,0,False,,,12,5,True,True,585.2624009644618,1888.243275053581,0.16909494935465955
TXN_9A15D3FD,2024-04-13 12:47:00,146.49,EUR,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-04-14,2024-04-14,MATCHED,4.38,REF_819656,0,False,,,12,5,True,True,529.5399166114732,1898.670997744395,0.20174633576145276
TXN_BCDD889A,2024-04-13 18:13:00,98.94,USD,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-04-16,2024-04-16,MATCHED,2.06,REF_483588,0,False,,,18,5,True,False,529.5399166114732,1898.670997744395,0.2267901690830177
TXN_544AF16B,2024-04-13 18:48:00,521.71,EUR,CHANNEL_001,Airlines.com,AMOP,2024-04-14,2024-04-14,MATCHED,10.57,REF_858472,0,False,,,18,5,True,False,529.5399166114732,1898.670997744395,0.004123893302618033
TXN_F6199BCE,2024-04-14 03:07:00,205.35,USD,CHANNEL_006,FLY,DIGITAL_WALLET,2024-04-15,2024-04-15,MATCHED,2.22,REF_492649,0,False,,,3,6,True,False,371.08757800219786,994.9815597278657,0.16657351724943348
TXN_035C1444,2024-04-14 05:49:00,232.25,EUR,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-16,2024-04-16,MATCHED,5.32,REF_570325,0,False,,,5,6,True,False,495.366892976174,1638.3171994323789,0.16060192316074995
TXN_CCDFC87D,2024-04-14 16:01:00,450.5,GBP,CHANNEL_001,Airlines.com,AMOP,2024-04-17,2024-04-17,MATCHED,10.34,REF_737894,0,False,,,16,6,True,True,529.5399166114732,1898.670997744395,0.041629074602904874
TXN_4F233147,2024-04-14 20:59:00,482.18,EUR,CHANNEL_008,Contact Center,AMOP,2024-04-16,2024-04-16,MATCHED,6.75,REF_906066,0,False,,,20,6,True,False,306.0762376237624,215.62196186312508,0.8167246084516508
TXN_EC5BA6C3,2024-04-15 09:28:00,219.21,GBP,CHANNEL_005,NDC,CARD,2024-04-16,2024-04-21,MATCHED,2.66,REF_735022,5,False,,,9,0,False,True,241.44414893617022,171.1966887643904,0.12987487723416183
TXN_1C8E24E1,2024-04-15 10:45:00,169.2,EUR,CHANNEL_008,Contact Center,CARD,2024-04-16,2024-04-16,UNMATCHED,4.3,REF_265613,0,False,,,10,0,False,True,306.0762376237624,215.62196186312508,0.6347972926368707
TXN_0D68D8D2,2024-04-15 11:33:00,184.91,EUR,CHANNEL_009,ANDC,CARD,2024-04-16,2024-04-16,MATCHED,4.93,REF_885161,0,False,,,11,0,False,True,585.2624009644618,1888.243275053581,0.21202373987170767
TXN_4DB27B02,2024-04-15 12:10:00,180.03,EUR,CHANNEL_002,Mobile App,CARD,2024-04-18,2024-04-18,UNMATCHED,3.31,REF_316509,0,False,,,12,0,False,True,289.71385321100917,220.87662228085722,0.49658425630730574
TXN_B955878A,2024-04-15 18:21:00,685.57,EUR,CHANNEL_006,FLY,AMOP,2024-04-18,2024-04-18,MATCHED,15.99,REF_418853,0,False,,,18,0,False,False,371.08757800219786,994.9815597278657,0.31606859335545406
TXN_AB0A90B7,2024-04-15 21:55:00,154.59,GBP,CHANNEL_004,New .com,AMOP,2024-04-16,2024-04-16,MATCHED,3.98,REF_593554,0,False,,,21,0,False,False,413.8197789891696,956.7559280432754,0.27094661385515273
TXN_87182AF7,2024-04-16 04:18:00,159.6,GBP,CHANNEL_003,Staff Travel,CARD,2024-04-17,2024-04-17,MATCHED,1.83,REF_789886,0,False,,,4,1,False,False,495.366892976174,1638.3171994323789,0.2049462052235707
TXN_A02D2E95,2024-04-16 04:53:00,183.14,GBP,CHANNEL_010,PBL,DIGITAL_WALLET,2024-04-18,2024-04-18,MATCHED,2.36,REF_451709,0,False,,,4,1,False,False,385.4075653356448,1550.0644555145593,0.13048977712897755
TXN_839D1E89,2024-04-16 12:16:00,157.04,USD,CHANNEL_010,PBL,DIGITAL_WALLET,2024-04-19,2024-04-19,MATCHED,3.68,REF_837496,0,False,,,12,1,False,True,385.4075653356448,1550.0644555145593,0.14732778661119347
TXN_01610714,2024-04-16 13:21:00,992.65,USD,CHANNEL_009,ANDC,AMOP,2024-04-18,2024-04-18,MATCHED,11.16,REF_829308,0,False,,,13,1,False,True,585.2624009644618,1888.243275053581,0.21574952995607946
TXN_C01EE189,2024-04-16 19:40:00,866.29,EUR,CHANNEL_001,Airlines.com,AMOP,2024-04-19,2024-04-19,MATCHED,18.12,REF_943776,0,False,,,19,1,False,False,529.5399166114732,1898.670997744395,0.17736094551851425
TXN_6D4F93B2,2024-04-16 19:41:00,188.96,USD,CHANNEL_002,Mobile App,CARD,2024-04-18,2024-04-18,MATCHED,2.69,REF_492073,0,False,,,19,1,False,False,289.71385321100917,220.87662228085722,0.45615444572895947
TXN_8BDA7081,2024-04-16 20:52:00,172.39,GBP,CHANNEL_005,NDC,CARD,2024-04-18,2024-04-18,MATCHED,4.64,REF_156700,0,False,,,20,1,False,False,241.44414893617022,171.1966887643904,0.4033614752397815
TXN_2377DB4D,2024-04-16 21:47:00,544.76,USD,CHANNEL_009,ANDC,AMOP,2024-04-19,2024-04-19,MATCHED,14.25,REF_155642,0,False,,,21,1,False,False,585.2624009644618,1888.243275053581,0.021449779008646277
TXN_32D966EB,2024-04-17 00:35:00,209.83,GBP,CHANNEL_004,New .com,CARD,2024-04-18,2024-04-18,MATCHED,6.24,REF_665940,0,False,,,0,2,False,False,413.8197789891696,956.7559280432754,0.21320984068148136
TXN_5BBB55F1,2024-04-17 03:26:00,281.62,EUR,CHANNEL_003,Staff Travel,CARD,2024-04-18,2024-04-18,MATCHED,6.13,REF_205896,0,False,,,3,2,False,False,495.366892976174,1638.3171994323789,0.1304673435951414
TXN_D67D4775,2024-04-17 05:48:00,183.9,USD,CHANNEL_006,FLY,CARD,2024-04-20,2024-04-20,MATCHED,4.06,REF_706204,0,False,,,5,2,False,False,371.08757800219786,994.9815597278657,0.18813170573070212
TXN_6DF9C222,2024-04-17 07:55:00,380.12,EUR,CHANNEL_003,Staff Travel,AMOP,2024-04-18,2024-04-18,MATCHED,9.28,REF_639728,0,False,,,7,2,False,False,495.366892976174,1638.3171994323789,0.07034467624224607
TXN_0C8CF09B,2024-04-17 15:03:00,212.3,USD,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-04-18,2024-04-18,MATCHED,2.52,REF_834891,0,False,,,15,2,False,True,495.366892976174,1638.3171994323789,0.17277905223374754
TXN_7E38C04C,2024-04-17 15:08:00,151.9,EUR,CHANNEL_009,ANDC,DIGITAL_WALLET,2024-04-19,2024-04-19,MATCHED,2.48,REF_695417,0,False,,,15,2,False,True,585.2624009644618,1888.243275053581,0.22950559744594598
TXN_F9DD3E45,2024-04-17 18:47:00,537.29,EUR,CHANNEL_003,Staff Travel,AMOP,2024-04-19,2024-04-19,MATCHED,6.44,REF_393328,0,False,,,18,2,False,False,495.366892976174,1638.3171994323789,0.0255891270862266
TXN_9F08B284,2024-04-17 19:49:00,160.17,GBP,CHANNEL_001,Airlines.com,CARD,2024-04-20,2024-04-25,MATCHED,1.82,REF_151040,5,False,,,19,2,False,False,529.5399166114732,1898.670997744395,0.19454129601720446
TXN_3380EEE4,2024-04-17 19:58:00,902.04,USD,CHANNEL_004,New .com,AMOP,2024-04-19,2024-04-19,MATCHED,26.4,REF_532794,0,False,,,19,2,False,False,413.8197789891696,956.7559280432754,0.5102871136730992
TXN_1D362051,2024-04-18 03:49:00,170.65,USD,CHANNEL_005,NDC,CARD,2024-04-19,2024-04-19,MATCHED,2.12,REF_579318,0,False,,,3,3,False,False,241.44414893617022,171.1966887643904,0.4135252232220492
