transaction_id,message_type,timestamp,settlement_date,merchant_id,card_scheme,currency,amount,interchange_fee,scheme_fee,acquirer_fee,net_settlement,batch_id,settlement_status,processing_time_ms,auth_code,reference_number,hour_of_day,day_of_week,fee_rate,settlement_accuracy,is_anomaly,anomaly_type
TXN_20250629_004808,DART_312,2025-06-29 14:37:16.964072,2025-06-29,BA_PARTNER_001,MASTERCARD,GBP,302.71,4.24,1.06,1.51,295.9,BATCH_20250629_12,COMPLETED,757,AUTH_511623,REF_4471157,14,6,0.02249677909550395,1.0,False,
TXN_20250712_004809,DART_312,2025-07-12 04:32:16.964082,2025-07-12,BA_ECOM_002,DISCOVER,EUR,97.57,1.56,0.39,0.49,95.13,BATCH_20250712_04,COMPLETED,916,AUTH_612812,REF_1903193,4,5,0.025007686788972024,1.0,False,
TXN_20250705_004810,DART_312,2025-07-05 19:45:16.964094,2025-07-05,BA_PARTNER_001,VISA,USD,135.34,2.03,0.54,0.68,132.09,BATCH_20250705_16,COMPLETED,274,AUTH_111896,REF_4651645,19,5,0.024013595389389686,1.0,False,
TXN_20250623_004811,DART_312,2025-06-23 00:44:16.964104,2025-06-23,BA_CALLCENTER_001,VISA,EUR,10.0,0.15,0.04,0.05,9.76,BATCH_20250623_00,COMPLETED,335,AUTH_630765,REF_9038528,0,0,0.024,1.0,False,
TXN_20250706_004812,DART_312,2025-07-06 17:21:16.964114,2025-07-06,BA_PARTNER_002,VISA,GBP,120.46,1.81,0.48,0.6,117.57,BATCH_20250706_16,COMPLETED,589,AUTH_857257,REF_4455171,17,6,0.023991366428690025,1.0,False,
TXN_20250620_004813,DART_312,2025-06-20 13:40:16.964124,2025-06-20,BA_PARTNER_002,MASTERCARD,USD,20.81,0.29,0.07,0.1,20.35,BATCH_20250620_12,COMPLETED,1736,AUTH_376296,REF_7171999,13,4,0.022104757328207592,1.0000000000000002,False,
TXN_20250702_004814,DART_312,2025-07-02 18:10:16.964135,2025-07-02,BA_ECOM_001,AMEX,EUR,201.81,5.05,1.21,1.01,194.54,BATCH_20250702_16,COMPLETED,1072,AUTH_907347,REF_7557216,18,2,0.03602398295426391,1.0,False,
TXN_20250704_004815,DART_312,2025-07-04 16:49:16.964145,2025-07-04,BA_PARTNER_001,DISCOVER,USD,40.56,0.65,0.16,0.2,39.55,BATCH_20250704_16,COMPLETED,810,AUTH_887616,REF_3575237,16,4,0.02490138067061144,0.9999999999999998,False,
TXN_20250703_004816,DART_312,2025-07-03 19:46:16.964156,2025-07-03,BA_PARTNER_001,DISCOVER,GBP,266.27,4.26,1.07,1.33,259.61,BATCH_20250703_16,COMPLETED,563,AUTH_178896,REF_7330451,19,3,0.025012205655913174,1.0,False,
TXN_20250620_004817,DART_312,2025-06-20 19:28:16.964167,2025-06-20,BA_ECOM_001,DISCOVER,GBP,61.9,0.99,0.25,0.31,60.35,BATCH_20250620_16,COMPLETED,1810,AUTH_305359,REF_9346046,19,4,0.025040387722132473,1.0000000000000002,False,
TXN_20250614_004818,DART_312,2025-06-14 22:09:16.964178,2025-06-14,BA_PARTNER_001,VISA,GBP,115.95,1.74,0.46,0.58,113.17,BATCH_20250614_20,COMPLETED,1435,AUTH_994200,REF_1920570,22,5,0.023975851660198364,0.9999999999999999,False,
TXN_20250704_004819,DART_312,2025-07-04 19:53:16.964188,2025-07-04,BA_KIOSK_001,VISA,GBP,39.04,0.59,0.16,0.2,38.09,BATCH_20250704_16,COMPLETED,1655,AUTH_998524,REF_7360505,19,4,0.024334016393442622,1.0000000000000002,False,
TXN_20250618_004820,DART_312,2025-06-18 12:38:16.964198,2025-06-18,BA_KIOSK_001,DISCOVER,USD,45.15,0.72,0.18,0.23,44.02,BATCH_20250618_12,COMPLETED,146,AUTH_114328,REF_6794346,12,2,0.02502768549280177,1.0,False,
TXN_20250625_004821,DART_312,2025-06-25 23:24:16.964209,2025-06-25,BA_KIOSK_001,DISCOVER,USD,43.79,0.7,0.18,0.22,42.69,BATCH_20250625_20,COMPLETED,1505,AUTH_733964,REF_5119887,23,2,0.025119890385932857,1.0,False,
TXN_20250617_004822,DART_312,2025-06-17 20:33:16.964219,2025-06-17,BA_PARTNER_002,MASTERCARD,GBP,19.79,0.28,0.07,0.1,19.34,BATCH_20250617_20,COMPLETED,1513,AUTH_583616,REF_1994305,20,1,0.022738756947953517,1.0000000000000002,False,
TXN_20250715_004823,DART_312,2025-07-15 03:35:16.964229,2025-07-15,BA_PARTNER_001,AMEX,EUR,53.68,1.34,0.32,0.27,51.75,BATCH_20250715_00,COMPLETED,1776,AUTH_109334,REF_1443388,3,1,0.035953800298062596,1.0000000000000002,False,
TXN_20250627_004824,DART_312,2025-06-27 02:46:16.964239,2025-06-27,BA_ECOM_001,AMEX,EUR,139.4,3.49,0.84,0.7,134.37,BATCH_20250627_00,COMPLETED,199,AUTH_686608,REF_8060795,2,4,0.03608321377331421,1.0,False,
TXN_20250709_004825,DART_312,2025-07-09 11:30:16.964249,2025-07-09,BA_ECOM_002,AMEX,GBP,188.9,4.72,1.13,0.94,182.11,BATCH_20250709_08,COMPLETED,1829,AUTH_132108,REF_7815254,11,2,0.0359449444150344,1.0,False,
TXN_20250705_004826,DART_312,2025-07-05 00:52:16.964259,2025-07-05,BA_KIOSK_001,AMEX,USD,60.43,1.51,0.36,0.3,58.26,BATCH_20250705_00,COMPLETED,1905,AUTH_829646,REF_9827042,0,5,0.03590931656462022,0.9999999999999999,False,
TXN_20250628_004827,DART_312,2025-06-28 12:02:16.964271,2025-06-28,BA_PARTNER_001,MASTERCARD,GBP,142.25,1.99,0.5,0.71,139.05,BATCH_20250628_12,COMPLETED,1058,AUTH_451329,REF_1087311,12,5,0.02249560632688928,1.0000000000000002,False,
TXN_20250619_004828,DART_312,2025-06-19 00:10:16.964283,2025-06-19,BA_ECOM_002,MASTERCARD,EUR,373.72,5.23,1.31,1.87,365.31,BATCH_20250619_00,COMPLETED,1842,AUTH_440810,REF_3371849,0,3,0.022503478540083485,1.0,False,
TXN_20250624_004829,DART_312,2025-06-24 07:06:16.964293,2025-06-24,BA_MOBILE_001,AMEX,USD,14.29,0.36,0.09,0.07,13.77,BATCH_20250624_04,COMPLETED,747,AUTH_218037,REF_4549604,7,1,0.0363890832750175,1.0,False,
TXN_20250626_004830,DART_312,2025-06-26 14:44:16.964304,2025-06-26,BA_CALLCENTER_001,DISCOVER,GBP,154.86,2.48,0.62,0.77,150.99,BATCH_20250626_12,COMPLETED,539,AUTH_425912,REF_9713754,14,3,0.02499031383184812,1.0,False,
TXN_20250618_004831,DART_312,2025-06-18 12:52:16.964314,2025-06-18,BA_PARTNER_002,MASTERCARD,USD,13.15,0.18,0.05,0.07,12.85,BATCH_20250618_12,COMPLETED,1115,AUTH_669021,REF_4459323,12,2,0.022813688212927754,1.0,False,
TXN_20250627_004832,DART_312,2025-06-27 20:10:16.964324,2025-06-27,BA_ECOM_002,DISCOVER,EUR,267.16,4.27,1.07,1.34,260.48,BATCH_20250627_20,COMPLETED,1822,AUTH_765747,REF_4229757,20,4,0.025003743075310673,0.9999999999999998,False,
TXN_20250711_004833,DART_312,2025-07-11 11:07:16.964335,2025-07-11,BA_ECOM_001,VISA,USD,275.82,4.14,1.1,1.38,269.2,BATCH_20250711_08,COMPLETED,1523,AUTH_346819,REF_7898699,11,4,0.024001160176926984,1.0,False,
TXN_20250707_004834,DART_312,2025-07-07 04:18:16.964345,2025-07-07,BA_CALLCENTER_001,AMEX,USD,10.0,0.25,0.06,0.05,9.64,BATCH_20250707_04,COMPLETED,962,AUTH_938402,REF_5588065,4,0,0.036,1.0000000000000002,False,
TXN_20250629_004835,DART_312,2025-06-29 04:54:16.964355,2025-06-29,BA_KIOSK_001,AMEX,GBP,61.04,1.53,0.37,0.31,58.83,BATCH_20250629_04,COMPLETED,904,AUTH_342103,REF_9239186,4,6,0.036205766710353866,1.0,False,
TXN_20250621_004836,DART_312,2025-06-21 16:33:16.964365,2025-06-21,BA_ECOM_001,DISCOVER,GBP,92.9,1.49,0.37,0.46,90.58,BATCH_20250621_16,COMPLETED,316,AUTH_579585,REF_6585409,16,5,0.024973089343379974,0.9999999999999999,False,
TXN_20250704_004837,DART_312,2025-07-04 13:05:16.964377,2025-07-04,BA_KIOSK_001,DISCOVER,USD,21.97,0.35,0.09,0.11,21.42,BATCH_20250704_12,COMPLETED,176,AUTH_227746,REF_5364560,13,4,0.02503413746017296,1.0000000000000002,False,
TXN_20250704_004838,DART_312,2025-07-04 02:22:16.964387,2025-07-04,BA_ECOM_001,VISA,GBP,572.98,8.59,2.29,2.86,559.24,BATCH_20250704_00,COMPLETED,1634,AUTH_913960,REF_5519022,2,4,0.023979894586198466,1.0,False,
TXN_20250707_004839,DART_312,2025-07-07 16:18:16.964397,2025-07-07,BA_KIOSK_001,MASTERCARD,EUR,24.92,0.35,0.09,0.12,24.36,BATCH_20250707_16,COMPLETED,330,AUTH_841063,REF_6227878,16,0,0.022471910112359546,1.0,False,
TXN_20250623_004840,DART_312,2025-06-23 11:57:16.964407,2025-06-23,BA_KIOSK_001,VISA,GBP,20.75,0.31,0.08,0.1,20.26,BATCH_20250623_08,COMPLETED,948,AUTH_665198,REF_7395628,11,0,0.023614457831325302,1.0,False,
TXN_20250712_004841,DART_312,2025-07-12 15:22:16.964418,2025-07-12,BA_KIOSK_001,VISA,GBP,59.79,0.9,0.24,0.3,58.35,BATCH_20250712_12,COMPLETED,1897,AUTH_493270,REF_2277216,15,5,0.024084295032614153,1.0,False,
TXN_20250713_004842,DART_312,2025-07-13 02:03:16.964428,2025-07-13,BA_ECOM_002,DISCOVER,EUR,294.59,4.71,1.18,1.47,287.23,BATCH_20250713_00,COMPLETED,1632,AUTH_123210,REF_6584255,2,6,0.02498387589531213,1.0000000000000002,False,
TXN_20250705_004843,DART_312,2025-07-05 07:56:16.964438,2025-07-05,BA_PARTNER_001,AMEX,USD,46.06,1.15,0.28,0.23,44.4,BATCH_20250705_04,COMPLETED,818,AUTH_370746,REF_3943561,7,5,0.03603994789405123,0.9999999999999999,False,
TXN_20250622_004844,DART_312,2025-06-22 06:09:16.964449,2025-06-22,BA_ECOM_002,DISCOVER,EUR,476.45,7.62,1.91,2.38,464.54,BATCH_20250622_04,COMPLETED,1642,AUTH_367898,REF_4883491,6,6,0.024997376429845734,1.0000000000000002,False,
TXN_20250630_004845,DART_312,2025-06-30 04:36:16.964459,2025-06-30,BA_MOBILE_001,VISA,GBP,50.64,0.76,0.2,0.25,49.43,BATCH_20250630_04,COMPLETED,694,AUTH_938122,REF_5574998,4,0,0.023894154818325433,1.0,False,
TXN_20250624_004846,DART_312,2025-06-24 21:21:16.964470,2025-06-24,BA_MOBILE_001,AMEX,EUR,10.0,0.25,0.06,0.05,9.64,BATCH_20250624_20,COMPLETED,825,AUTH_807334,REF_7883212,21,1,0.036,1.0000000000000002,False,
TXN_20250620_004847,DART_312,2025-06-20 05:40:16.964481,2025-06-20,BA_ECOM_001,MASTERCARD,GBP,87.4,1.22,0.31,0.44,85.43,BATCH_20250620_04,COMPLETED,1843,AUTH_190421,REF_2555513,5,4,0.022540045766590387,1.0,False,
TXN_20250626_004848,DART_312,2025-06-26 05:00:16.964496,2025-06-26,BA_ECOM_002,MASTERCARD,USD,84.62,1.18,0.3,0.42,82.72,BATCH_20250626_04,COMPLETED,1688,AUTH_257114,REF_4700156,5,3,0.02245332072796029,1.0,False,
TXN_20250615_004849,DART_312,2025-06-15 02:17:16.964508,2025-06-15,BA_PARTNER_002,DISCOVER,USD,97.05,1.55,0.39,0.49,94.62,BATCH_20250615_00,COMPLETED,1506,AUTH_231814,REF_2660687,2,6,0.025038639876352395,1.0,False,
TXN_20250624_004850,DART_312,2025-06-24 18:52:16.964518,2025-06-24,BA_KIOSK_001,MASTERCARD,USD,10.0,0.14,0.04,0.05,9.77,BATCH_20250624_16,COMPLETED,1733,AUTH_656140,REF_4888187,18,1,0.023000000000000003,1.0,False,
TXN_20250628_004851,DART_312,2025-06-28 06:59:16.964529,2025-06-28,BA_PARTNER_002,VISA,EUR,1163.06,17.45,4.65,5.82,1135.14,BATCH_20250628_04,COMPLETED,765,AUTH_978425,REF_8566213,6,5,0.02400564029370798,1.0000000000000002,False,
TXN_20250715_004852,DART_312,2025-07-15 00:29:16.964539,2025-07-15,BA_MOBILE_001,VISA,EUR,50.64,0.76,0.2,0.25,49.43,BATCH_20250715_00,COMPLETED,1338,AUTH_701449,REF_2426628,0,1,0.023894154818325433,1.0,False,
TXN_20250701_004853,DART_312,2025-07-01 20:43:16.964549,2025-07-01,BA_MOBILE_001,VISA,EUR,37.3,0.56,0.15,0.19,36.4,BATCH_20250701_20,COMPLETED,332,AUTH_173015,REF_4170489,20,1,0.024128686327077754,1.0,False,
TXN_20250701_004854,DART_312,2025-07-01 19:51:16.964560,2025-07-01,BA_MOBILE_001,VISA,GBP,85.22,1.28,0.34,0.43,83.17,BATCH_20250701_16,COMPLETED,663,AUTH_955896,REF_9853171,19,1,0.024055386059610422,1.0000000000000002,False,
TXN_20250625_004855,DART_312,2025-06-25 10:06:16.964571,2025-06-25,BA_MOBILE_001,MASTERCARD,EUR,215.92,3.02,0.76,1.08,211.06,BATCH_20250625_08,COMPLETED,1070,AUTH_952441,REF_8774529,10,2,0.02250833642089663,1.0000000000000002,False,
TXN_20250714_004856,DART_312,2025-07-14 17:57:16.964581,2025-07-14,BA_KIOSK_001,MASTERCARD,USD,155.23,2.17,0.54,0.78,151.74,BATCH_20250714_16,COMPLETED,2000,AUTH_698120,REF_6548553,17,0,0.022482767506281004,1.0,False,
TXN_20250622_004857,DART_312,2025-06-22 21:05:16.964592,2025-06-22,BA_MOBILE_001,VISA,USD,70.74,1.06,0.28,0.35,69.05,BATCH_20250622_20,COMPLETED,1761,AUTH_290046,REF_6962613,21,6,0.023890302516256717,1.0,False,
TXN_20250707_004858,DART_312,2025-07-07 09:02:16.964602,2025-07-07,BA_PARTNER_001,DISCOVER,USD,63.87,1.02,0.26,0.32,62.27,BATCH_20250707_08,COMPLETED,1279,AUTH_445299,REF_5927194,9,0,0.02505088460936277,1.0000000000000002,False,
TXN_20250711_004859,DART_312,2025-07-11 15:54:16.964612,2025-07-11,BA_PARTNER_002,DISCOVER,EUR,46.07,0.74,0.18,0.23,44.92,BATCH_20250711_12,COMPLETED,1529,AUTH_470911,REF_8300156,15,4,0.02496201432602561,1.0,False,
TXN_20250711_004860,DART_312,2025-07-11 03:20:16.964623,2025-07-11,BA_ECOM_002,VISA,GBP,92.22,1.38,0.37,0.46,90.01,BATCH_20250711_00,COMPLETED,329,AUTH_535060,REF_2121337,3,4,0.023964432877900673,1.0,False,
TXN_20250625_004861,DART_312,2025-06-25 04:28:16.964633,2025-06-25,BA_MOBILE_001,AMEX,USD,17.1,0.43,0.1,0.09,16.48,BATCH_20250625_04,COMPLETED,1287,AUTH_794434,REF_5774228,4,2,0.03625730994152047,1.0,False,
TXN_20250623_004862,DART_312,2025-06-23 08:04:16.964643,2025-06-23,BA_ECOM_002,MASTERCARD,USD,74.66,1.05,0.26,0.37,72.98,BATCH_20250623_08,COMPLETED,1480,AUTH_223252,REF_7866902,8,0,0.02250200910795607,1.0000000000000002,False,
TXN_20250623_004863,DART_312,2025-06-23 12:06:16.964653,2025-06-23,BA_ECOM_002,MASTERCARD,USD,38.45,0.54,0.13,0.19,37.59,BATCH_20250623_12,COMPLETED,670,AUTH_867854,REF_9629982,12,0,0.0223667100130039,1.0,False,
TXN_20250626_004864,DART_312,2025-06-26 02:56:16.964663,2025-06-26,BA_ECOM_001,VISA,GBP,137.57,2.06,0.55,0.69,134.27,BATCH_20250626_00,COMPLETED,285,AUTH_566570,REF_1214064,2,3,0.023987788035182093,1.0000000000000002,False,
TXN_20250701_004865,DART_312,2025-07-01 01:35:16.964675,2025-07-01,BA_ECOM_002,AMEX,EUR,27.53,0.69,0.17,0.14,26.53,BATCH_20250701_00,COMPLETED,1443,AUTH_454251,REF_8524104,1,1,0.03632401017072285,1.0000000000000002,False,
TXN_20250703_004866,DART_312,2025-07-03 15:54:16.964685,2025-07-03,BA_PARTNER_001,MASTERCARD,GBP,68.66,0.96,0.24,0.34,67.12,BATCH_20250703_12,COMPLETED,1853,AUTH_383727,REF_6062282,15,3,0.02242936207398777,1.0,False,
TXN_20250628_004867,DART_312,2025-06-28 09:36:16.964697,2025-06-28,BA_PARTNER_001,AMEX,GBP,52.27,1.31,0.31,0.26,50.39,BATCH_20250628_08,COMPLETED,1381,AUTH_839889,REF_5114166,9,5,0.03596709393533576,1.0,False,
TXN_20250704_004868,DART_312,2025-07-04 20:19:16.964708,2025-07-04,BA_PARTNER_002,MASTERCARD,EUR,65.13,0.91,0.23,0.33,63.66,BATCH_20250704_20,COMPLETED,513,AUTH_770990,REF_4578033,20,4,0.022570244127130358,0.9999999999999999,False,
TXN_20250630_004869,DART_312,2025-06-30 12:58:16.964718,2025-06-30,BA_CALLCENTER_001,DISCOVER,EUR,29.18,0.47,0.12,0.15,28.44,BATCH_20250630_12,COMPLETED,835,AUTH_525075,REF_9253428,12,0,0.025359835503769704,1.0,False,
TXN_20250627_004870,DART_312,2025-06-27 01:34:16.964732,2025-06-27,BA_PARTNER_001,MASTERCARD,GBP,2191.26,30.68,7.67,10.96,2141.95,BATCH_20250627_00,COMPLETED,1980,AUTH_245249,REF_7955095,1,4,0.02250303478364046,0.9999999999999998,False,
TXN_20250617_004871,DART_312,2025-06-17 08:17:16.964742,2025-06-17,BA_MOBILE_001,DISCOVER,EUR,98.31,1.57,0.39,0.49,95.86,BATCH_20250617_08,COMPLETED,1067,AUTH_200512,REF_2388945,8,1,0.024921167734716712,0.9999999999999999,False,
TXN_20250705_004872,DART_312,2025-07-05 02:06:16.964753,2025-07-05,BA_ECOM_002,VISA,EUR,42.75,0.64,0.17,0.21,41.73,BATCH_20250705_00,COMPLETED,1872,AUTH_591513,REF_1629467,2,5,0.023859649122807018,1.0,False,
TXN_20250624_004873,DART_312,2025-06-24 01:51:16.964763,2025-06-24,BA_CALLCENTER_001,AMEX,GBP,72.2,1.81,0.43,0.36,69.6,BATCH_20250624_00,COMPLETED,1577,AUTH_102127,REF_9181262,1,1,0.036011080332409975,1.0,False,
TXN_20250622_004874,DART_312,2025-06-22 00:34:16.964773,2025-06-22,BA_ECOM_001,DISCOVER,GBP,80.8,1.29,0.32,0.4,78.79,BATCH_20250622_00,COMPLETED,255,AUTH_415303,REF_7733179,0,6,0.02487623762376238,1.0000000000000002,False,
TXN_20250707_004875,DART_312,2025-07-07 10:17:16.964783,2025-07-07,BA_PARTNER_001,VISA,GBP,16.16,0.24,0.06,0.08,15.78,BATCH_20250707_08,COMPLETED,1293,AUTH_997852,REF_9469764,10,0,0.023514851485148515,1.0,False,
TXN_20250708_004876,DART_312,2025-07-08 16:53:16.964794,2025-07-08,BA_CALLCENTER_001,DISCOVER,USD,10.93,0.17,0.04,0.05,10.67,BATCH_20250708_16,COMPLETED,1738,AUTH_418170,REF_3893430,16,1,0.023787740164684358,1.0,False,
TXN_20250622_004877,DART_312,2025-06-22 08:46:16.964804,2025-06-22,BA_KIOSK_001,MASTERCARD,EUR,91.71,1.28,0.32,0.46,89.65,BATCH_20250622_08,COMPLETED,1765,AUTH_907002,REF_9660068,8,6,0.022462108821284486,1.0,False,
TXN_20250616_004878,DART_312,2025-06-16 00:47:16.964814,2025-06-16,BA_PARTNER_001,AMEX,EUR,24.1,0.6,0.14,0.12,23.24,BATCH_20250616_00,COMPLETED,478,AUTH_352890,REF_9338975,0,0,0.03568464730290456,1.0,False,
TXN_20250621_004879,DART_312,2025-06-21 21:11:16.964826,2025-06-21,BA_MOBILE_001,DISCOVER,USD,71.83,1.15,0.29,0.36,70.03,BATCH_20250621_20,COMPLETED,109,AUTH_159250,REF_8864423,21,5,0.025059167478769316,1.0000000000000002,False,
TXN_20250628_004880,DART_312,2025-06-28 00:45:16.964836,2025-06-28,BA_ECOM_001,MASTERCARD,USD,400.93,5.61,1.4,2.0,391.92,BATCH_20250628_00,COMPLETED,596,AUTH_280965,REF_6609198,0,5,0.022472750854263836,1.0,False,
TXN_20250616_004881,DART_312,2025-06-16 15:31:16.964846,2025-06-16,BA_ECOM_001,VISA,EUR,586.35,8.8,2.35,2.93,572.27,BATCH_20250616_12,COMPLETED,434,AUTH_891624,REF_3784969,15,0,0.02401296154174128,0.9999999999999998,False,
TXN_20250703_004882,DART_312,2025-07-03 03:05:16.964856,2025-07-03,BA_CALLCENTER_001,VISA,EUR,19.63,0.29,0.08,0.1,19.16,BATCH_20250703_00,COMPLETED,937,AUTH_798188,REF_7809306,3,3,0.023942944472745798,1.0,False,
TXN_20250701_004883,DART_312,2025-07-01 19:40:16.964867,2025-07-01,BA_ECOM_002,DISCOVER,USD,238.74,3.82,0.95,1.19,232.78,BATCH_20250701_16,COMPLETED,1964,AUTH_853846,REF_4410278,19,1,0.024964396414509503,0.9999999999999999,False,
TXN_20250628_004884,DART_312,2025-06-28 11:48:16.964878,2025-06-28,BA_CALLCENTER_001,AMEX,USD,116.62,2.92,0.7,0.58,112.42,BATCH_20250628_08,COMPLETED,229,AUTH_529776,REF_6157968,11,5,0.03601440576230492,1.0,False,
TXN_20250702_004885,DART_312,2025-07-02 21:08:16.964888,2025-07-02,BA_ECOM_002,VISA,EUR,92.37,1.39,0.37,0.46,90.15,BATCH_20250702_20,COMPLETED,102,AUTH_969383,REF_1232731,21,2,0.024033777200389732,1.0,False,
TXN_20250708_004886,DART_312,2025-07-08 20:54:16.964898,2025-07-08,BA_KIOSK_001,VISA,EUR,21.63,0.32,0.09,0.11,21.11,BATCH_20250708_20,COMPLETED,1315,AUTH_983719,REF_1355257,20,1,0.024040684234858993,1.0,False,
TXN_20250701_004887,DART_312,2025-07-01 16:50:16.964910,2025-07-01,BA_ECOM_002,DISCOVER,EUR,742.13,11.87,2.97,3.71,723.58,BATCH_20250701_16,COMPLETED,1690,AUTH_163722,REF_9853836,16,1,0.02499562071335211,1.0000000000000002,False,
TXN_20250625_004888,DART_312,2025-06-25 01:53:16.964920,2025-06-25,BA_PARTNER_001,DISCOVER,EUR,71.74,1.15,0.29,0.36,69.94,BATCH_20250625_00,COMPLETED,1543,AUTH_900811,REF_8292109,1,2,0.02509060496236409,1.0000000000000002,False,
TXN_20250621_004889,DART_312,2025-06-21 00:27:16.964930,2025-06-21,BA_ECOM_002,VISA,USD,280.33,4.2,1.12,1.4,273.61,BATCH_20250621_00,COMPLETED,1739,AUTH_981488,REF_1589264,0,5,0.02397174758320551,1.0,False,
TXN_20250627_004890,DART_312,2025-06-27 02:26:16.964940,2025-06-27,BA_MOBILE_001,AMEX,EUR,17.16,0.43,0.1,0.09,16.54,BATCH_20250627_00,COMPLETED,416,AUTH_805048,REF_8301344,2,4,0.03613053613053613,1.0,False,
TXN_20250629_004891,DART_312,2025-06-29 19:22:16.964957,2025-06-29,BA_CALLCENTER_001,DISCOVER,USD,12.64,0.2,0.05,0.06,12.33,BATCH_20250629_16,COMPLETED,1501,AUTH_284551,REF_7876072,19,6,0.0245253164556962,1.0,False,
TXN_20250704_004892,DART_312,2025-07-04 16:47:16.964968,2025-07-04,BA_KIOSK_001,AMEX,EUR,27.57,0.69,0.17,0.14,26.57,BATCH_20250704_16,COMPLETED,1868,AUTH_382089,REF_6709518,16,4,0.03627130939426913,1.0000000000000002,False,
TXN_20250703_004893,DART_312,2025-07-03 08:13:16.964979,2025-07-03,BA_ECOM_002,DISCOVER,USD,131.1,2.1,0.52,0.66,127.82,BATCH_20250703_08,COMPLETED,909,AUTH_477959,REF_5633475,8,3,0.025019069412662093,1.0,False,
TXN_20250712_004894,DART_312,2025-07-12 23:09:16.964989,2025-07-12,BA_ECOM_002,VISA,USD,51.2,0.77,0.2,0.26,49.97,BATCH_20250712_20,COMPLETED,1300,AUTH_384632,REF_9361963,23,5,0.024023437499999998,1.0,False,
TXN_20250630_004895,DART_312,2025-06-30 00:19:16.964999,2025-06-30,BA_ECOM_001,VISA,GBP,146.96,2.2,0.59,0.73,143.44,BATCH_20250630_00,COMPLETED,729,AUTH_450061,REF_3220915,0,0,0.02395209580838323,0.9999999999999998,False,
TXN_20250621_004896,DART_312,2025-06-21 14:38:16.965010,2025-06-21,BA_ECOM_002,DISCOVER,GBP,27.43,0.44,0.11,0.14,26.74,BATCH_20250621_12,COMPLETED,913,AUTH_741158,REF_4787760,14,5,0.025154939846882978,1.0,False,
TXN_20250714_004897,DART_312,2025-07-14 12:33:16.965021,2025-07-14,BA_PARTNER_002,DISCOVER,EUR,14.24,0.23,0.06,0.07,13.88,BATCH_20250714_12,COMPLETED,1951,AUTH_368109,REF_6793395,12,0,0.025280898876404497,1.0000000000000002,False,
TXN_20250710_004898,DART_312,2025-07-10 07:13:16.965031,2025-07-10,BA_ECOM_002,MASTERCARD,GBP,290.3,4.06,1.02,1.45,283.77,BATCH_20250710_04,COMPLETED,1352,AUTH_850515,REF_1553774,7,3,0.022493971753358596,0.9999999999999998,False,
TXN_20250701_004899,DART_312,2025-07-01 09:52:16.965041,2025-07-01,BA_PARTNER_002,VISA,EUR,112.68,1.69,0.45,0.56,109.98,BATCH_20250701_08,COMPLETED,880,AUTH_338131,REF_6620558,9,1,0.023961661341853034,1.0,False,
TXN_20250713_004900,DART_312,2025-07-13 05:09:16.965051,2025-07-13,BA_MOBILE_001,MASTERCARD,EUR,24.2,0.34,0.08,0.12,23.66,BATCH_20250713_04,COMPLETED,404,AUTH_384964,REF_8801142,5,6,0.022314049586776862,1.0,False,
TXN_20250702_004901,DART_312,2025-07-02 19:11:16.965062,2025-07-02,BA_MOBILE_001,VISA,GBP,14.67,0.22,0.06,0.07,14.32,BATCH_20250702_16,COMPLETED,801,AUTH_842486,REF_4357216,19,2,0.023858214042263123,1.0000000000000002,False,
TXN_20250629_004902,DART_312,2025-06-29 22:05:16.965074,2025-06-29,BA_CALLCENTER_001,VISA,GBP,15.91,0.24,0.06,0.08,15.53,BATCH_20250629_20,COMPLETED,1574,AUTH_937343,REF_7008943,22,6,0.023884349465744813,1.0,False,
TXN_20250619_004903,DART_312,2025-06-19 12:16:16.965084,2025-06-19,BA_PARTNER_001,DISCOVER,EUR,34.89,0.56,0.14,0.17,34.02,BATCH_20250619_12,COMPLETED,527,AUTH_303552,REF_3281751,12,3,0.02493551160791058,1.0000000000000002,False,
TXN_20250630_004904,DART_312,2025-06-30 05:27:16.965094,2025-06-30,BA_ECOM_002,AMEX,GBP,282.74,7.07,1.7,1.41,272.56,BATCH_20250630_04,COMPLETED,406,AUTH_658671,REF_6955113,5,0,0.036004810072858454,1.0,False,
TXN_20250623_004905,DART_312,2025-06-23 06:31:16.965106,2025-06-23,BA_PARTNER_002,MASTERCARD,USD,166.32,2.33,0.58,0.83,162.58,BATCH_20250623_04,COMPLETED,386,AUTH_924729,REF_4676158,6,0,0.02248677248677249,1.0000000000000004,False,
TXN_20250629_004906,DART_312,2025-06-29 21:30:16.965116,2025-06-29,BA_ECOM_002,AMEX,EUR,90.33,2.26,0.54,0.45,87.08,BATCH_20250629_20,COMPLETED,525,AUTH_206962,REF_1592991,21,6,0.03597918742389018,1.0000000000000002,False,
TXN_20250708_004907,DART_312,2025-07-08 10:56:16.965128,2025-07-08,BA_KIOSK_001,VISA,GBP,13.68,0.21,0.05,0.07,13.35,BATCH_20250708_08,COMPLETED,1212,AUTH_826585,REF_6237747,10,1,0.024122807017543862,1.0000000000000002,False,
TXN_20250710_004908,DART_312,2025-07-10 22:28:16.965138,2025-07-10,BA_MOBILE_001,VISA,GBP,41.03,0.62,0.16,0.21,40.04,BATCH_20250710_20,COMPLETED,1621,AUTH_567424,REF_1186907,22,3,0.024128686327077747,0.9999999999999998,False,
